date,sales,temperature,website_traffic,stock_price,customer_satisfaction
2020-01-01,1024.8357076505617,13.878508818553172,4961.060540776663,100.39583333468416,4.144199390581127
2020-01-02,1018.7831603997942,19.12701727512822,5104.58920184857,100.22044721353232,3.925840987926798
2020-01-03,1052.0280000781743,16.09161384518096,5161.5589846810035,100.40584798944249,4.655040568974698
2020-01-04,1129.039395678601,17.613579423208925,5103.798229353486,99.93853276401569,3.905084832282705
2020-01-05,1118.1908649213876,23.630916290126248,4906.998925082071,97.849988050461,3.953528473222715
2020-01-06,1107.3421356706847,29.209170509131496,4841.732727103323,98.75606388242699,4.057931477605754
2020-01-07,1187.159621381554,23.004374623589253,5195.975624558519,100.35181831801323,4.251995252565598
2020-01-08,1226.3866752117951,15.222665138817606,5549.431858175169,101.59891240553158,4.140695113635883
2020-01-09,1203.766492275743,23.595801062233352,5879.629073168154,103.23876291080204,4.387426074917105
2020-01-10,1231.7459968825922,27.526245639871064,5827.140453906139,103.67011643546618,4.098174948148506
2020-01-11,1209.424328417829,18.664016920217865,5541.08345364762,102.1795098764788,4.045075461150554
2020-01-12,1186.9845190224044,21.212181265067855,5558.5900696481485,103.24443471380596,3.987686237347677
2020-01-13,1199.926522101975,22.124485972332177,5625.590593541253,99.75260176819748,3.9268575791512577
2020-01-14,1105.1033605258624,18.294723564630452,5958.744014634209,97.04601595708915,4.29039157290835
2020-01-15,1019.6950315502999,25.628129829278794,5994.3141859339685,94.12349105295245,4.354322723798877
2020-01-16,992.4146815437631,21.948792208122963,6104.770751355504,95.24404471714229,4.306725296395583
2020-01-17,942.6033686479377,24.817243794876195,5815.493204793177,96.09006329133364,4.698078182587016
2020-01-18,959.1419490450266,18.447363439795588,5628.790148968148,96.07054900413343,4.709197969205021
2020-01-19,914.5626848577501,20.86192074494584,5654.550755437015,97.30916568847364,4.408567660658677
2020-01-20,844.7649216427893,26.8246034060625,5453.042844978522,94.77380225772507,4.126363640499605
2020-01-21,918.8600219839544,21.511063235482297,5619.758089961447,94.85658960591181,4.379062854895093
2020-01-22,908.3788680887405,32.17158047793074,5738.02376525549,94.1810851865919,4.377296668900724
2020-01-23,912.5576993588519,21.699064500833718,5959.201467393407,95.65752249899613,4.368268421053936
2020-01-24,842.1172332158256,24.9800576911955,5768.282475373034,95.42707403389174,4.360151632729899
2020-01-25,815.6893261376848,28.67783405142518,5677.1155306869605,94.87451515243717,4.366568368539175
2020-01-26,822.0207362934954,17.080107361458012,4905.334840859792,96.38148775211272,4.415095553326552
2020-01-27,765.2501569192858,15.523711865600433,4759.746774614542,98.74822897803043,4.3580396433748865
2020-01-28,784.8077452960686,16.854011844553632,4472.271411814273,98.18833645426142,4.517192759872695
2020-01-29,755.5418572582503,30.94842322616442,4869.836611617242,98.97142815764003,4.5356656704643665
2020-01-30,741.7163482292333,22.028047671695653,5181.68437866375,97.84867165164694,4.267268005713086
2020-01-31,712.3831031199729,37.72875192994103,5313.6378609997255,93.89210807074986,4.687225767093627
2020-02-01,805.7417820300262,22.265471445234102,5509.630271818749,95.33258578766609,4.218506325909398
2020-02-02,805.8041539688018,26.156912589640687,5146.293472006758,97.54452126146558,4.070445254040293
2020-02-03,753.6480857296442,33.090601478222375,5387.557276977016,98.9738979257224,4.447728027011707
2020-02-04,795.4968384162696,35.55481757247181,5612.614875771852,95.85157235613826,4.18384755834663
2020-02-05,735.1679780738934,35.974535446093164,5721.670114821669,95.76427638752054,4.385652098994748
2020-02-06,746.3160836822653,31.84983388750372,6105.1604407518635,91.75273642997195,3.8131589059261306
2020-02-07,649.0288981636248,31.067579498664948,5922.521024212296,94.70946554064592,4.5434508204132165
2020-02-08,583.3071048764212,29.047403447157176,5649.409357293908,92.53735637640975,4.369194463001026
2020-02-09,593.8286605861645,30.112272865241863,5354.137916998945,94.83083669996394,3.9032730117053003
2020-02-10,631.4212672084005,23.598394427259105,5140.133540773288,96.29742042477865,3.8752546468935773
2020-02-11,640.6495442751393,22.39530119323828,4967.441298163995,93.88183682817132,4.472271858728006
2020-02-12,635.5173830160921,26.59947389536802,5368.424208076667,90.83946905971122,3.956479864709288
2020-02-13,621.102648266161,25.893513075704814,5473.019624496306,90.63496644640053,3.9027495807335084
2020-02-14,547.8070061673259,24.604387425600294,5582.139904110441,87.95219361074419,3.581667818042206
2020-02-15,512.4350737389894,30.47652050780005,5359.860796214853,87.11760444097179,3.929844358879689
2020-02-16,490.0130499525064,31.893092265670298,4822.186640458126,85.11239080526917,3.919577840160787
2020-02-17,543.468532064159,27.67847481441836,4767.989277523557,80.55594921504769,4.073512068873864
2020-02-18,561.2380957759858,34.74182063491617,4424.157568382359,75.1897701307154,3.6162284689542257
2020-02-19,473.6638412444775,21.761275306298028,4566.7970556588725,74.86634076178001,3.5581239636433786
2020-02-20,490.4347257533176,26.614760788387038,4449.500344385916,73.12882237758352,3.9191824552924612
2020-02-21,471.73606265277056,24.110036665825355,4885.574830174837,71.59748718120169,3.997977692707513
2020-02-22,438.43401384681454,18.470275425342454,4959.638539996928,72.77188796402365,3.4510337483834777
2020-02-23,469.550318573158,27.496053138354277,4807.235802604201,75.11877251728853,3.951343185143346
2020-02-24,521.6210662688505,27.404873339830345,4951.768303522282,74.79100996993053,3.7136157421511276
2020-02-25,568.6939707662947,35.682639306284266,4821.1243939718925,74.53496811866438,3.896967262971659
2020-02-26,527.2299693199154,31.368823955798028,5086.186566199518,76.14965707642736,3.638626742466978
2020-02-27,512.2540541805245,23.19077214201205,5282.514949436866,74.21258380295282,3.123972003763713
2020-02-28,529.2896147141361,37.676646888015725,5373.938251646359,75.56413295853159,3.5756011467334314
2020-02-29,578.5268053649065,34.60333939290204,5520.20011705486,77.6620296634661,3.7975099774567336
2020-03-01,555.0154368100559,31.49812810010111,5493.145041963799,80.06204853439014,3.388238094291038
2020-03-02,546.1671077995546,27.542143053046807,5442.680939915948,77.22810158347401,3.473009983068926
2020-03-03,491.27212661998556,23.961720867825033,5150.3227386130475,76.69951580514633,3.5011813720064104
2020-03-04,431.87058565590803,26.97964121907837,5114.679776050761,75.84823234558277,2.9445689658787266
2020-03-05,472.8925686014272,34.36355656311641,5246.504285825222,76.8248041203258,3.849121651949497
2020-03-06,541.0870461896031,38.41924022619548,5303.798046623311,78.40069617139699,3.327320987514461
2020-03-07,537.8556872681061,36.7863557693873,4969.548467075673,81.81927254884252,3.603886138810423
2020-03-08,588.3880409318423,26.697032772921965,5278.330306544335,81.04666848347199,3.4829643592608104
2020-03-09,606.8120071607889,23.61162571072129,5473.400282982196,80.05152348685355,3.751828397762324
2020-03-10,574.8845392236608,29.979848070347984,5632.443233003451,82.13354062924545,3.5839502768014793
2020-03-11,593.2690967612679,20.496175460414996,5803.216901753805,82.30153894375249,3.460611269189701
2020-03-12,670.4718665405148,31.01439915034286,5917.141404267181,84.22243907459321,3.3361491183581453
2020-03-13,668.9675810592796,28.71795094277808,5765.376998205494,84.02309721468828,3.684041882128851
2020-03-14,747.4727702933804,27.180382653610327,5672.664267296415,80.80362093117837,3.161719811925683
2020-03-15,616.7444306037308,21.588832929585077,5550.661279677941,77.14323946033255,3.679781060905595
2020-03-16,658.0843036865118,32.17929837157159,5194.100329968763,73.0006565081259,3.3471783477968065
2020-03-17,662.6671647875481,26.99389517823899,5299.5548993605,73.28520172355405,3.835937946113807
2020-03-18,647.9329964740873,23.851055039963633,5424.869386089157,74.66827060843787,3.6382545317291783
2020-03-19,652.7228619669081,15.379693485315956,5199.674171007284,77.46175184512727,3.7572523408313243
2020-03-20,553.5318105535254,29.640908889803388,5066.216454794143,78.37116464384913,3.6690685775354455
2020-03-21,542.7211225999473,38.67432268606481,4875.286513496961,80.08243890738389,3.328130776128531
2020-03-22,560.7351184995588,38.15103424026027,5079.2705493179765,78.49725067952294,3.533961541174696
2020-03-23,634.7736020187293,27.588013141008503,5082.372339611874,75.96709215066963,3.869518235405674
2020-03-24,608.9892437397153,26.888264649064627,4853.895311734655,77.66725081550473,3.7985953820790233
2020-03-25,568.6790493115849,32.266093374554444,5107.468866111787,78.71993921534913,4.032829659523235
2020-03-26,543.6909820061591,24.950251872998063,4954.374364817721,79.35998352658449,3.9096448409446003
2020-03-27,589.5461423539241,31.46814946056912,5209.531861537894,80.74912937938569,3.6688409439509684
